,Unnamed: 0,rooms,type,price,date,distance,bedrooms,bathrooms,car,land_area,building_area,year_built,council_area,region,month,quarter
2255,4902,3,h,1150000.0,2016-07-11,8.8,3.0,1.0,2.0,566.0,143.0,1910.0,Darebin,Northern,Jul,Q3
2256,4905,3,h,615000.0,2016-08-10,8.8,3.0,1.0,2.0,493.0,87.0,1950.0,Darebin,Northern,Aug,Q3
2257,4907,3,h,735000.0,2016-08-10,8.8,3.0,1.0,2.0,369.0,94.0,1950.0,Darebin,Northern,Aug,Q3
2258,4911,4,h,810000.0,2016-10-09,8.8,4.0,2.0,2.0,1034.0,151.0,1950.0,Banyule,Northern,Oct,Q4
2259,4913,2,h,600000.0,2016-10-09,8.8,2.0,1.0,2.0,220.0,106.0,2005.0,Darebin,Northern,Oct,Q4
2260,4922,3,h,1650000.0,2016-10-12,8.8,3.0,1.0,2.0,452.0,129.0,1890.0,Darebin,Northern,Oct,Q4
2261,4925,3,h,600000.0,2016-12-06,8.8,3.0,1.0,3.0,503.0,101.0,1950.0,Darebin,Northern,Dec,Q4
2262,4930,2,h,722000.0,2016-08-13,8.8,2.0,1.0,1.0,400.0,88.0,1955.0,Darebin,Northern,Aug,Q3
2263,4932,4,h,1260000.0,2016-05-14,8.8,4.0,3.0,2.0,654.0,150.0,1950.0,Darebin,Northern,May,Q2
2264,4935,2,u,485000.0,2016-05-14,8.8,2.0,1.0,1.0,117.0,73.0,1965.0,Darebin,Northern,May,Q2
2265,4936,3,h,690000.0,2016-05-14,8.8,3.0,1.0,1.0,594.0,92.0,1960.0,Darebin,Northern,May,Q2
2266,4937,2,h,1065000.0,2016-10-15,8.8,2.0,1.0,3.0,507.0,114.0,1910.0,Darebin,Northern,Oct,Q4
2267,4938,3,h,1200000.0,2016-10-15,8.8,3.0,1.0,1.0,847.0,120.0,1965.0,Darebin,Northern,Oct,Q4
2268,4944,2,u,530000.0,2016-10-15,8.8,2.0,1.0,1.0,106.0,74.0,1970.0,Darebin,Northern,Oct,Q4
2269,4945,3,h,900000.0,2016-10-15,8.8,3.0,1.0,1.0,472.0,147.0,1965.0,Darebin,Northern,Oct,Q4
2270,4946,2,h,700000.0,2016-04-16,8.8,2.0,1.0,1.0,214.0,85.0,1910.0,Darebin,Northern,Apr,Q2
2271,4948,2,h,920000.0,2016-04-16,8.8,2.0,2.0,2.0,516.0,97.0,1935.0,Darebin,Northern,Apr,Q2
2272,4951,3,h,980000.0,2016-09-17,8.8,3.0,2.0,1.0,479.0,121.0,1930.0,Darebin,Northern,Sep,Q3
2273,4955,2,h,886000.0,2016-09-17,8.8,2.0,1.0,2.0,467.0,92.0,1950.0,Darebin,Northern,Sep,Q3
2274,4956,3,h,1080000.0,2016-09-17,8.8,3.0,1.0,1.0,487.0,189.0,1925.0,Darebin,Northern,Sep,Q3
2275,4958,4,h,1400000.0,2017-03-18,8.8,4.0,2.0,2.0,559.0,217.0,1925.0,Darebin,Northern,Mar,Q1
2276,4959,2,t,660000.0,2017-03-18,8.8,2.0,1.0,1.0,113.0,90.0,2013.0,Darebin,Northern,Mar,Q1
2277,4961,2,h,876000.0,2017-03-18,8.8,2.0,1.0,2.0,479.0,85.0,1950.0,Darebin,Northern,Mar,Q1
2278,4962,2,h,910000.0,2017-03-18,8.8,2.0,2.0,1.0,352.0,103.0,1950.0,Darebin,Northern,Mar,Q1
2279,4968,3,t,714000.0,2016-06-18,8.8,3.0,2.0,2.0,185.0,115.0,2005.0,Darebin,Northern,Jun,Q2
2280,4969,2,h,770000.0,2016-06-18,8.8,2.0,2.0,1.0,76.0,129.0,2013.0,Darebin,Northern,Jun,Q2
2281,4971,3,h,810000.0,2016-06-18,8.8,2.0,1.0,1.0,421.0,97.0,1930.0,Darebin,Northern,Jun,Q2
2282,4972,3,h,1127000.0,2016-06-18,8.8,3.0,2.0,2.0,590.0,140.0,1940.0,Darebin,Northern,Jun,Q2
2283,4977,2,h,780000.0,2016-11-19,8.8,2.0,1.0,1.0,310.0,72.0,1950.0,Darebin,Northern,Nov,Q4
2284,4978,2,h,986000.0,2016-05-22,8.8,2.0,1.0,1.0,472.0,139.0,1940.0,Darebin,Northern,May,Q2
2285,4980,4,h,760000.0,2016-05-22,8.8,9.0,8.0,7.0,1254.0,280.0,1928.0,Darebin,Northern,May,Q2
2286,4984,3,h,1123000.0,2016-08-22,8.8,3.0,1.0,2.0,504.0,506.0,1950.0,Darebin,Northern,Aug,Q3
2287,4987,2,h,890000.0,2016-09-24,8.8,2.0,1.0,3.0,493.0,95.0,1950.0,Darebin,Northern,Sep,Q3
2289,4991,2,u,425000.0,2017-02-25,8.8,2.0,2.0,1.0,1485.0,69.0,2010.0,Darebin,Northern,Feb,Q1
2290,4992,2,u,515000.0,2017-02-25,8.8,2.0,1.0,1.0,187.0,60.0,2005.0,Darebin,Northern,Feb,Q1
2291,4993,3,h,1040000.0,2017-02-25,8.8,3.0,1.0,2.0,399.0,121.0,1940.0,Darebin,Northern,Feb,Q1
2292,4996,3,h,890000.0,2016-07-26,8.8,3.0,1.0,2.0,495.0,100.0,1950.0,Darebin,Northern,Jul,Q3
2293,4997,2,h,790000.0,2016-07-26,8.8,2.0,1.0,1.0,266.0,100.0,1925.0,Darebin,Northern,Jul,Q3
2294,4999,2,h,860000.0,2016-06-27,8.8,2.0,2.0,1.0,415.0,138.0,1925.0,Darebin,Northern,Jun,Q2
2295,5000,2,h,630000.0,2016-06-27,8.8,2.0,1.0,1.0,372.0,82.0,1940.0,Darebin,Northern,Jun,Q2
2296,5003,4,h,875000.0,2016-06-27,8.8,4.0,1.0,2.0,400.0,147.0,1940.0,Darebin,Northern,Jun,Q2
2297,5004,3,h,923000.0,2016-06-27,8.8,3.0,1.0,0.0,333.0,118.0,1920.0,Darebin,Northern,Jun,Q2
2298,5005,4,h,920000.0,2016-06-27,8.8,3.0,1.0,1.0,396.0,184.0,1920.0,Darebin,Northern,Jun,Q2
2299,5007,4,h,871000.0,2016-11-27,8.8,4.0,2.0,1.0,561.0,150.0,1950.0,Darebin,Northern,Nov,Q4
2300,5010,4,h,950000.0,2016-11-27,8.8,4.0,2.0,1.0,243.0,140.0,2005.0,Darebin,Northern,Nov,Q4
2301,5013,4,h,870000.0,2016-11-27,8.8,4.0,1.0,2.0,400.0,117.0,1890.0,Darebin,Northern,Nov,Q4
2302,5014,3,h,1186000.0,2016-05-28,8.8,2.0,1.0,1.0,713.0,83.0,1960.0,Darebin,Northern,May,Q2
2303,5020,2,u,610000.0,2016-08-28,8.8,2.0,1.0,1.0,126.0,79.0,1970.0,Darebin,Northern,Aug,Q3
2304,5021,3,h,1162500.0,2016-08-28,8.8,3.0,2.0,2.0,463.0,123.0,1920.0,Darebin,Northern,Aug,Q3
2305,5022,4,h,1142500.0,2016-08-28,8.8,3.0,1.0,2.0,560.0,160.0,1970.0,Darebin,Northern,Aug,Q3
2306,5023,3,h,930000.0,2016-08-28,8.8,3.0,1.0,2.0,679.0,143.0,1950.0,Darebin,Northern,Aug,Q3
2307,5024,3,h,875000.0,2016-08-28,8.8,3.0,2.0,1.0,650.0,119.0,1950.0,Darebin,Northern,Aug,Q3
2308,5025,4,h,840000.0,2016-07-30,8.8,4.0,1.0,2.0,390.0,120.0,1950.0,Darebin,Northern,Jul,Q3
2309,5028,4,h,750000.0,2016-07-30,8.8,3.0,2.0,2.0,500.0,150.0,1950.0,Darebin,Northern,Jul,Q3
2310,5029,3,u,475000.0,2016-03-09,11.2,3.0,1.0,1.0,191.0,107.0,1990.0,Darebin,Northern,Mar,Q1
2311,5030,2,u,415000.0,2016-03-09,11.2,2.0,1.0,1.0,189.0,84.0,2012.0,Darebin,Northern,Mar,Q1
2312,5031,3,h,731000.0,2016-03-12,11.2,3.0,1.0,2.0,779.0,138.0,1950.0,Darebin,Northern,Mar,Q1
2313,5032,2,u,352000.0,2016-03-12,11.2,2.0,1.0,1.0,117.0,62.0,2012.0,Darebin,Northern,Mar,Q1
2314,5033,3,h,723000.0,2016-03-12,11.2,3.0,1.0,1.0,535.0,86.0,1950.0,Darebin,Northern,Mar,Q1
2315,5034,2,u,336000.0,2016-03-12,11.2,2.0,1.0,1.0,99.0,67.0,1970.0,Darebin,Northern,Mar,Q1
2316,5035,3,h,685000.0,2016-03-12,11.2,3.0,1.0,1.0,1262.0,85.0,1955.0,Darebin,Northern,Mar,Q1
2317,5038,3,h,1025000.0,2016-03-12,11.2,3.0,2.0,2.0,676.0,272.0,1950.0,Darebin,Northern,Mar,Q1
2318,5039,2,t,490000.0,2017-04-03,11.2,2.0,1.0,1.0,91.0,84.0,2014.0,Darebin,Northern,Apr,Q2
2319,5040,3,h,805000.0,2017-04-03,11.2,3.0,1.0,2.0,227.0,118.0,1930.0,Darebin,Northern,Apr,Q2
2320,5043,3,h,1005000.0,2017-04-03,11.2,3.0,2.0,4.0,466.0,467.0,1930.0,Darebin,Northern,Apr,Q2
2321,5046,2,h,535000.0,2016-04-06,11.2,2.0,1.0,1.0,234.0,92.0,2014.0,Darebin,Northern,Apr,Q2
2322,5049,3,h,510000.0,2016-06-08,11.2,3.0,1.0,2.0,543.0,135.0,1965.0,Darebin,Northern,Jun,Q2
2323,5050,3,h,651000.0,2016-06-08,11.2,3.0,2.0,3.0,649.0,114.0,1950.0,Darebin,Northern,Jun,Q2
2324,5052,2,h,365000.0,2016-07-05,11.2,2.0,1.0,1.0,360.0,83.0,1960.0,Darebin,Northern,Jul,Q3
2325,5053,2,u,405000.0,2016-07-05,11.2,2.0,1.0,1.0,171.0,94.0,2009.0,Darebin,Northern,Jul,Q3
2326,5054,3,t,620500.0,2016-07-05,11.2,3.0,2.0,1.0,158.0,117.0,2011.0,Darebin,Northern,Jul,Q3
2327,5056,1,h,260000.0,2016-07-05,11.2,1.0,1.0,1.0,141.0,80.0,2000.0,Darebin,Northern,Jul,Q3
2328,5058,3,h,625000.0,2016-07-05,11.2,3.0,2.0,1.0,267.0,186.0,2003.0,Darebin,Northern,Jul,Q3
2329,5060,2,u,427500.0,2016-07-11,11.2,2.0,1.0,1.0,146.0,84.0,1980.0,Darebin,Northern,Jul,Q3
2330,5061,4,h,851000.0,2016-07-11,11.2,4.0,2.0,2.0,581.0,244.0,2006.0,Darebin,Northern,Jul,Q3
2331,5062,3,h,998000.0,2016-07-11,11.2,3.0,2.0,3.0,479.0,153.0,1950.0,Darebin,Northern,Jul,Q3
2332,5063,4,h,1030000.0,2016-07-11,11.2,4.0,2.0,3.0,630.0,190.0,1935.0,Darebin,Northern,Jul,Q3
2333,5065,2,u,410000.0,2016-07-11,11.2,2.0,1.0,1.0,180.0,61.0,2004.0,Darebin,Northern,Jul,Q3
2334,5071,4,h,1015000.0,2016-08-10,11.2,4.0,1.0,1.0,518.0,135.0,1920.0,Darebin,Northern,Aug,Q3
2335,5072,3,h,915000.0,2016-08-10,11.2,3.0,3.0,2.0,618.0,153.0,1960.0,Darebin,Northern,Aug,Q3
2336,5076,2,u,380000.0,2016-08-10,11.2,2.0,1.0,1.0,149.0,70.0,1980.0,Darebin,Northern,Aug,Q3
2337,5078,3,t,530000.0,2016-08-10,11.2,3.0,2.0,1.0,229.0,130.0,2008.0,Darebin,Northern,Aug,Q3
2338,5079,3,t,592000.0,2016-08-10,11.2,3.0,1.0,1.0,270.0,160.0,2016.0,Darebin,Northern,Aug,Q3
2339,5081,2,u,440000.0,2016-08-10,11.2,2.0,1.0,2.0,132.0,83.0,1980.0,Darebin,Northern,Aug,Q3
2340,5082,3,h,650000.0,2016-10-09,11.2,3.0,1.0,3.0,620.0,114.0,1960.0,Darebin,Northern,Oct,Q4
2341,5083,2,t,416000.0,2016-10-09,11.2,2.0,1.0,1.0,159.0,70.0,2000.0,Darebin,Northern,Oct,Q4
2342,5087,3,h,865000.0,2016-10-09,11.2,2.0,1.0,3.0,560.0,110.0,1950.0,Darebin,Northern,Oct,Q4
2343,5091,3,h,650000.0,2016-10-09,11.2,3.0,1.0,1.0,700.0,98.0,1950.0,Darebin,Northern,Oct,Q4
2344,5093,2,u,401000.0,2016-10-12,11.2,2.0,1.0,1.0,184.0,77.0,1965.0,Darebin,Northern,Oct,Q4
2345,5095,2,u,491000.0,2016-10-12,11.2,2.0,1.0,1.0,168.0,93.0,1970.0,Darebin,Northern,Oct,Q4
2346,5097,3,h,810000.0,2016-10-12,11.2,3.0,1.0,2.0,564.0,558.0,1960.0,Darebin,Northern,Oct,Q4
2347,5101,2,h,555000.0,2017-11-02,11.2,2.0,1.0,2.0,229.0,92.0,1970.0,Darebin,Northern,Nov,Q4
2348,5103,3,h,540000.0,2017-11-02,11.2,3.0,2.0,2.0,215.0,146.0,2003.0,Darebin,Northern,Nov,Q4
2349,5106,3,h,682000.0,2016-12-06,11.2,3.0,1.0,1.0,750.0,103.0,1970.0,Darebin,Northern,Dec,Q4
2350,5107,2,t,380000.0,2016-12-11,11.2,2.0,1.0,1.0,83.0,85.0,2010.0,Darebin,Northern,Dec,Q4
2351,5108,1,u,350000.0,2016-12-11,11.2,1.0,1.0,2.0,96.0,45.0,2009.0,Darebin,Northern,Dec,Q4
2352,5109,4,h,750000.0,2016-12-11,11.2,4.0,2.0,4.0,820.0,197.0,1965.0,Darebin,Northern,Dec,Q4
2353,5110,2,t,495000.0,2016-12-11,11.2,2.0,1.0,1.0,96.0,73.0,2013.0,Darebin,Northern,Dec,Q4
2354,5113,3,u,500000.0,2016-12-11,11.2,3.0,1.0,1.0,359.0,109.0,1960.0,Darebin,Northern,Dec,Q4
2355,5117,2,u,350000.0,2016-12-11,11.2,2.0,1.0,1.0,102.0,67.0,1970.0,Darebin,Northern,Dec,Q4
2356,5123,3,h,546000.0,2016-08-13,11.2,3.0,1.0,2.0,592.0,84.0,1960.0,Darebin,Northern,Aug,Q3
2357,5124,3,u,400000.0,2016-08-13,11.2,3.0,1.0,1.0,172.0,97.0,1970.0,Darebin,Northern,Aug,Q3
2358,5128,2,u,360000.0,2016-05-14,11.2,2.0,1.0,1.0,132.0,65.0,2010.0,Darebin,Northern,May,Q2
2359,5130,3,h,410000.0,2016-10-15,11.2,3.0,1.0,1.0,250.0,105.0,1960.0,Darebin,Northern,Oct,Q4
2360,5131,2,h,836000.0,2016-10-15,11.2,2.0,1.0,1.0,931.0,121.0,1970.0,Darebin,Northern,Oct,Q4
2362,5136,2,u,440000.0,2016-10-15,11.2,2.0,1.0,2.0,132.0,83.0,1980.0,Darebin,Northern,Oct,Q4
2363,5139,2,u,376000.0,2016-04-16,11.2,2.0,1.0,1.0,104.0,77.0,1970.0,Darebin,Northern,Apr,Q2
2364,5141,3,h,680000.0,2016-04-16,11.2,3.0,1.0,4.0,527.0,146.0,1965.0,Darebin,Northern,Apr,Q2
2365,5143,4,h,786000.0,2016-04-16,11.2,4.0,3.0,1.0,595.0,174.0,2013.0,Darebin,Northern,Apr,Q2
2366,5144,2,u,390000.0,2016-04-16,11.2,2.0,1.0,1.0,122.0,74.0,1980.0,Darebin,Northern,Apr,Q2
2367,5145,3,h,650000.0,2016-04-16,11.2,3.0,1.0,2.0,468.0,92.0,1960.0,Darebin,Northern,Apr,Q2
2368,5148,3,h,800000.0,2016-07-16,11.2,3.0,2.0,3.0,574.0,159.0,1955.0,Darebin,Northern,Jul,Q3
2369,5150,2,u,330000.0,2016-07-16,11.2,2.0,1.0,1.0,90.0,64.0,1970.0,Darebin,Northern,Jul,Q3
2370,5151,3,h,539000.0,2016-07-16,11.2,3.0,1.0,1.0,474.0,114.0,1960.0,Darebin,Northern,Jul,Q3
2371,5152,3,h,622500.0,2016-09-17,11.2,3.0,1.0,1.0,456.0,94.0,1960.0,Darebin,Northern,Sep,Q3
2372,5153,4,h,767500.0,2016-09-17,11.2,3.0,2.0,2.0,834.0,129.0,2017.0,Darebin,Northern,Sep,Q3
2373,5154,3,h,780000.0,2016-09-17,11.2,3.0,1.0,2.0,464.0,125.0,1920.0,Darebin,Northern,Sep,Q3
2374,5155,3,h,668000.0,2016-09-17,11.2,3.0,2.0,1.0,618.0,149.0,1965.0,Darebin,Northern,Sep,Q3
2375,5158,3,u,470000.0,2017-03-18,11.2,3.0,1.0,2.0,159.0,97.0,1970.0,Darebin,Northern,Mar,Q1
2376,5161,3,h,655000.0,2017-03-18,11.2,3.0,2.0,2.0,456.0,137.0,1970.0,Darebin,Northern,Mar,Q1
2377,5164,2,u,440000.0,2017-03-18,11.2,2.0,1.0,1.0,183.0,93.0,1980.0,Darebin,Northern,Mar,Q1
2378,5165,3,h,703000.0,2016-06-18,11.2,3.0,2.0,1.0,597.0,120.0,1960.0,Darebin,Northern,Jun,Q2
2379,5166,2,u,424000.0,2016-06-18,11.2,2.0,1.0,1.0,141.0,81.0,1980.0,Darebin,Northern,Jun,Q2
2380,5168,3,h,613000.0,2016-06-18,11.2,3.0,1.0,2.0,745.0,149.0,1985.0,Darebin,Northern,Jun,Q2
2382,5172,3,h,475000.0,2016-06-18,11.2,3.0,1.0,1.0,535.0,133.0,1970.0,Darebin,Northern,Jun,Q2
2383,5173,3,h,950000.0,2016-11-19,11.2,3.0,2.0,2.0,565.0,120.0,1920.0,Darebin,Northern,Nov,Q4
2384,5175,4,h,730000.0,2016-11-19,11.2,4.0,1.0,2.0,770.0,152.0,1970.0,Darebin,Northern,Nov,Q4
2385,5177,3,h,905000.0,2016-11-19,11.2,3.0,1.0,2.0,950.0,121.0,1960.0,Darebin,Northern,Nov,Q4
2386,5178,2,u,480000.0,2016-11-19,11.2,2.0,2.0,1.0,145.0,145.0,2010.0,Darebin,Northern,Nov,Q4
2387,5179,3,h,767000.0,2016-11-19,11.2,3.0,1.0,2.0,561.0,96.0,1950.0,Darebin,Northern,Nov,Q4
2388,5181,3,u,450000.0,2016-05-22,11.2,3.0,1.0,2.0,179.0,108.0,2002.0,Darebin,Northern,May,Q2
2389,5182,3,h,921500.0,2016-05-22,11.2,3.0,2.0,1.0,527.0,177.0,1950.0,Darebin,Northern,May,Q2
2390,5183,2,t,490000.0,2016-05-22,11.2,3.0,1.0,1.0,126.0,91.0,2013.0,Darebin,Northern,May,Q2
2391,5184,3,h,787000.0,2016-05-22,11.2,3.0,1.0,1.0,563.0,118.0,1940.0,Darebin,Northern,May,Q2
2392,5189,3,u,475000.0,2016-08-22,11.2,3.0,1.0,2.0,521.0,100.0,2010.0,Darebin,Northern,Aug,Q3
2393,5190,2,u,440000.0,2016-08-22,11.2,2.0,1.0,1.0,153.0,87.0,2007.0,Darebin,Northern,Aug,Q3
2394,5208,2,u,340000.0,2016-09-24,11.2,2.0,1.0,1.0,151.0,80.0,1975.0,Darebin,Northern,Sep,Q3
2395,5210,1,h,395000.0,2017-02-25,11.2,1.0,1.0,1.0,94.0,50.0,2014.0,Darebin,Northern,Feb,Q1
2396,5212,2,h,790000.0,2017-02-25,11.2,2.0,1.0,1.0,585.0,97.0,1950.0,Darebin,Northern,Feb,Q1
2397,5214,3,h,601000.0,2017-02-25,11.2,3.0,1.0,2.0,460.0,102.0,1965.0,Darebin,Northern,Feb,Q1
2398,5218,2,u,300000.0,2016-07-26,11.2,2.0,1.0,1.0,87.0,62.0,1970.0,Darebin,Northern,Jul,Q3
2399,5219,2,t,420000.0,2016-07-26,11.2,2.0,1.0,2.0,153.0,107.0,2003.0,Darebin,Northern,Jul,Q3
2400,5220,4,h,885000.0,2016-07-26,11.2,4.0,2.0,3.0,936.0,262.0,1985.0,Darebin,Northern,Jul,Q3
2401,5222,3,h,815000.0,2016-07-26,11.2,3.0,1.0,2.0,550.0,557.0,1965.0,Darebin,Northern,Jul,Q3
2402,5223,3,h,882500.0,2016-07-26,11.2,3.0,2.0,2.0,681.0,135.0,1940.0,Darebin,Northern,Jul,Q3
2403,5224,3,h,793000.0,2016-07-26,11.2,3.0,1.0,2.0,589.0,128.0,1950.0,Darebin,Northern,Jul,Q3
2404,5225,3,h,550000.0,2016-06-27,11.2,3.0,2.0,2.0,260.0,128.0,2006.0,Darebin,Northern,Jun,Q2
2405,5227,2,u,433000.0,2016-06-27,11.2,2.0,1.0,1.0,236.0,72.0,2012.0,Darebin,Northern,Jun,Q2
2406,5229,2,h,680000.0,2016-06-27,11.2,2.0,1.0,1.0,750.0,92.0,1960.0,Darebin,Northern,Jun,Q2
2407,5231,3,h,851000.0,2016-11-27,11.2,3.0,1.0,1.0,826.0,101.0,1960.0,Darebin,Northern,Nov,Q4
2408,5235,3,h,1025000.0,2016-11-27,11.2,3.0,1.0,4.0,670.0,134.0,1935.0,Darebin,Northern,Nov,Q4
2410,5239,3,h,784000.0,2016-05-28,11.2,3.0,1.0,2.0,602.0,162.0,1970.0,Darebin,Northern,May,Q2
2411,5240,4,h,1186000.0,2016-05-28,11.2,4.0,1.0,2.0,895.0,188.0,1940.0,Darebin,Northern,May,Q2
2412,5244,4,h,885000.0,2016-05-28,11.2,4.0,2.0,2.0,508.0,141.0,1950.0,Darebin,Northern,May,Q2
2413,5245,3,h,718500.0,2016-05-28,11.2,3.0,1.0,6.0,807.0,133.0,1975.0,Darebin,Northern,May,Q2
2414,5246,5,h,762500.0,2016-05-28,11.2,3.0,2.0,2.0,548.0,285.0,1990.0,Darebin,Northern,May,Q2
2415,5249,2,h,610000.0,2016-08-28,11.2,3.0,1.0,2.0,383.0,103.0,1970.0,Darebin,Northern,Aug,Q3
2416,5252,4,h,680000.0,2016-08-28,11.2,4.0,1.0,2.0,561.0,134.0,1960.0,Darebin,Northern,Aug,Q3
2417,5255,2,u,390000.0,2016-07-30,11.2,2.0,1.0,1.0,133.0,65.0,2012.0,Darebin,Northern,Jul,Q3
2418,5256,2,h,937000.0,2016-03-09,2.6,2.0,1.0,1.0,125.0,103.0,1950.0,Yarra,Northern,Mar,Q1
2419,5257,3,h,1260000.0,2016-03-09,2.6,2.0,1.0,0.0,203.0,81.0,1900.0,Yarra,Northern,Mar,Q1
2420,5265,1,u,370000.0,2016-03-12,2.6,1.0,1.0,1.0,502.0,38.0,1950.0,Yarra,Northern,Mar,Q1
2421,5272,5,h,3200000.0,2017-04-03,2.6,5.0,3.0,3.0,618.0,260.0,1890.0,Yarra,Northern,Apr,Q2
2422,5275,2,u,655000.0,2017-04-03,2.6,2.0,1.0,1.0,1725.0,69.0,2005.0,Yarra,Northern,Apr,Q2
2423,5277,2,u,561000.0,2017-04-03,2.6,2.0,1.0,1.0,2571.0,66.0,2013.0,Yarra,Northern,Apr,Q2
2424,5278,2,u,635000.0,2017-04-03,2.6,2.0,2.0,1.0,2740.0,76.0,2003.0,Yarra,Northern,Apr,Q2
2425,5279,3,h,1010000.0,2016-04-06,2.6,3.0,1.0,1.0,199.0,105.0,1900.0,Yarra,Northern,Apr,Q2
2426,5280,2,h,1025000.0,2016-04-06,2.6,2.0,1.0,1.0,169.0,92.0,1900.0,Yarra,Northern,Apr,Q2
2427,5284,4,h,1375000.0,2016-06-08,2.6,4.0,2.0,2.0,58.0,158.0,2007.0,Yarra,Northern,Jun,Q2
2428,5286,2,h,1506000.0,2016-07-05,2.6,2.0,2.0,1.0,220.0,131.0,1920.0,Yarra,Northern,Jul,Q3
2429,5287,3,h,1350000.0,2016-07-05,2.6,3.0,1.0,2.0,332.0,116.0,1940.0,Yarra,Northern,Jul,Q3
2430,5291,3,h,1474000.0,2016-07-11,2.6,3.0,1.0,0.0,238.0,94.0,1900.0,Yarra,Northern,Jul,Q3
2431,5292,3,h,1555000.0,2016-07-11,2.6,3.0,1.0,0.0,250.0,115.0,1900.0,Yarra,Northern,Jul,Q3
2432,5297,3,h,1275000.0,2016-08-10,2.6,3.0,1.0,2.0,204.0,128.0,1900.0,Yarra,Northern,Aug,Q3
2433,5298,3,h,1150000.0,2016-08-10,2.6,3.0,1.0,0.0,176.0,92.0,1900.0,Yarra,Northern,Aug,Q3
2434,5299,4,h,950000.0,2016-08-10,2.6,4.0,1.0,0.0,254.0,124.0,1890.0,Yarra,Northern,Aug,Q3
2435,5304,2,t,855000.0,2016-10-09,2.6,2.0,1.0,1.0,92.0,115.0,1970.0,Yarra,Northern,Oct,Q4
2436,5308,2,h,900000.0,2016-10-12,2.6,2.0,1.0,0.0,95.0,63.0,1900.0,Yarra,Northern,Oct,Q4
2437,5309,3,h,1250000.0,2016-10-12,2.6,3.0,2.0,1.0,120.0,126.0,2010.0,Yarra,Northern,Oct,Q4
2438,5310,2,h,990000.0,2016-10-12,2.6,2.0,1.0,1.0,117.0,75.0,1900.0,Yarra,Northern,Oct,Q4
2439,5311,2,h,1189000.0,2016-10-12,2.6,2.0,1.0,0.0,158.0,110.0,1900.0,Yarra,Northern,Oct,Q4
2440,5312,2,h,1220000.0,2016-10-12,2.6,2.0,1.0,1.0,166.0,88.0,1900.0,Yarra,Northern,Oct,Q4
2441,5314,3,h,1100000.0,2016-10-12,2.6,3.0,1.0,0.0,162.0,81.0,1915.0,Yarra,Northern,Oct,Q4
2442,5319,3,h,1074000.0,2016-12-11,2.6,3.0,1.0,0.0,245.0,140.0,1900.0,Yarra,Northern,Dec,Q4
2443,5321,2,t,1430000.0,2016-12-11,2.6,2.0,2.0,2.0,153.0,125.0,2004.0,Yarra,Northern,Dec,Q4
2444,5322,3,h,1465000.0,2016-12-11,2.6,3.0,2.0,2.0,233.0,170.0,1993.0,Yarra,Northern,Dec,Q4
2445,5326,2,t,930000.0,2016-05-14,2.6,2.0,1.0,1.0,97.0,85.0,2004.0,Yarra,Northern,May,Q2
2446,5327,3,h,1182000.0,2016-05-14,2.6,3.0,1.0,1.0,199.0,110.0,1920.0,Yarra,Northern,May,Q2
2447,5328,2,h,777500.0,2016-05-14,2.6,2.0,1.0,1.0,151.0,76.0,1900.0,Yarra,Northern,May,Q2
2448,5329,3,h,1115000.0,2016-05-14,2.6,3.0,2.0,2.0,129.0,120.0,1980.0,Yarra,Northern,May,Q2
2449,5333,3,h,1420000.0,2016-05-14,2.6,3.0,1.0,0.0,198.0,119.0,1890.0,Yarra,Northern,May,Q2
2450,5339,2,t,1081000.0,2016-10-15,2.6,2.0,1.0,1.0,126.0,115.0,1995.0,Yarra,Northern,Oct,Q4
2451,5340,2,h,860000.0,2016-10-15,2.6,2.0,2.0,0.0,74.0,95.0,2000.0,Yarra,Northern,Oct,Q4
2452,5342,2,h,905000.0,2016-10-15,2.6,2.0,1.0,0.0,139.0,54.0,1920.0,Yarra,Northern,Oct,Q4
2453,5344,3,h,1088000.0,2016-04-16,2.6,3.0,3.0,2.0,168.0,120.0,1915.0,Yarra,Northern,Apr,Q2
2454,5346,4,h,3001000.0,2016-04-16,2.6,2.0,3.0,1.0,544.0,241.0,1920.0,Yarra,Northern,Apr,Q2
2455,5353,3,h,900000.0,2016-09-17,2.6,3.0,3.0,1.0,58.0,60.0,2009.0,Yarra,Northern,Sep,Q3
2456,5354,3,h,1695000.0,2016-09-17,2.6,3.0,1.0,3.0,210.0,118.0,1900.0,Yarra,Northern,Sep,Q3
2457,5355,3,h,1365000.0,2016-09-17,2.6,3.0,1.0,1.0,301.0,110.0,1935.0,Yarra,Northern,Sep,Q3
2458,5358,2,h,1045000.0,2016-09-17,2.6,2.0,1.0,2.0,200.0,90.0,1900.0,Yarra,Northern,Sep,Q3
2459,5359,4,h,1591000.0,2016-09-17,2.6,4.0,2.0,1.0,263.0,145.0,1900.0,Yarra,Northern,Sep,Q3
2460,5361,3,h,1275000.0,2017-03-18,2.6,3.0,2.0,1.0,132.0,95.0,1900.0,Yarra,Northern,Mar,Q1
2461,5368,3,h,1550000.0,2017-03-18,2.6,3.0,2.0,1.0,131.0,76.0,1900.0,Yarra,Northern,Mar,Q1
2462,5369,3,h,1456000.0,2016-06-18,2.6,3.0,2.0,1.0,157.0,141.0,1900.0,Yarra,Northern,Jun,Q2
